Date,10-year-T,Corporate-Profits,GDP,Net-Exports,Unemployment-Rate,SP500-PosNeg
2018-02-01,2.858947368421053,1900.187,18530.483,-589.808,4.1,False
2018-03-01,2.8423809523809522,1900.187,18530.483,-589.808,4.0,True
2018-04-01,2.869047619047619,1907.847,18654.383,-548.149,4.0,True
2018-05-01,2.977727272727273,1907.847,18654.383,-548.149,3.8,True
2018-06-01,2.9123809523809525,1907.847,18654.383,-548.149,4.0,True
2018-07-01,2.889047619047619,1907.514,18752.355,-646.433,3.8,True
2018-08-01,2.889130434782609,1907.514,18752.355,-646.433,3.8,True
2018-09-01,3.004210526315789,1907.514,18752.355,-646.433,3.7,False
2018-10-01,3.152272727272728,1899.589,18813.923,-653.448,3.8,True
2018-11-01,3.117,1899.589,18813.923,-653.448,3.8,False
2018-12-01,2.8326315789473684,1899.589,18813.923,-653.448,3.9,True
2019-01-01,2.713809523809524,1894.367,18950.347,-615.543,4.0,True
2019-02-01,2.676315789473684,1894.367,18950.347,-615.543,3.8,True
2019-03-01,2.570952380952381,1894.367,18950.347,-615.543,3.8,True
2019-04-01,2.5323809523809526,1938.893,19020.599,-644.744,3.7,False
2019-05-01,2.395,1938.893,19020.599,-644.744,3.7,True
2019-06-01,2.074,1938.893,19020.599,-644.744,3.6,True
2019-07-01,2.0590909090909086,1920.338,19141.744,-631.838,3.6,False
2019-08-01,1.6263636363636365,1920.338,19141.744,-631.838,3.7,True
2019-09-01,1.6995,1920.338,19141.744,-631.838,3.5,True
2019-10-01,1.7068181818181818,2000.736,19253.959,-549.757,3.6,True
2019-11-01,1.8121052631578949,2000.736,19253.959,-549.757,3.6,True
2019-12-01,1.8628571428571428,2000.736,19253.959,-549.757,3.6,False
2020-01-01,1.7576190476190476,1739.103,19010.848,-494.307,3.5,False
2020-02-01,1.5042105263157897,1739.103,19010.848,-494.307,3.5,False
2020-03-01,0.87,1739.103,19010.848,-494.307,4.4,True
2020-04-01,0.6576190476190475,1557.064,17302.511,-545.164,14.8,True
2020-05-01,0.674,1557.064,17302.511,-545.164,13.3,True
2020-06-01,0.7286363636363636,1557.064,17302.511,-545.164,11.1,True
2020-07-01,0.6236363636363637,2118.856,18596.521,-736.124,10.2,False
